trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
WkOO1O1 OB1150,6750,3,,"",0,500501,29996,
WkOO1O1 OB1205,6750,3,,"",0,500502,29996,
WkOO1O1 OB1220,6750,3,,"",0,500503,29996,
WkOO1O1 OB1235,6750,3,,"",0,500504,29996,
WkOO1O1 OB1310,6750,3,,"",0,500501,29996,
WkOO1O1 OB1325,6750,3,,"",0,500502,29996,
WkOO1O1 OB1340,6750,3,,"",0,500503,29996,
WkOO1O1 OB1355,6750,3,,"",0,500504,29996,
WkOO1O1 OB1430,6750,3,,"",0,500501,29996,
WkOO1O1 OB1445,6750,3,,"",0,500502,29996,
WkOO1O1 OB1500,6750,3,,"",0,500503,29996,
WkOO1O1 OB1515,6750,3,,"",0,500504,29996,
WkOO1O1 OB1550,6750,3,,"",0,500501,29996,
WkOO1O1 OB1605,6750,3,,"",0,500502,29996,
WkOO1O1 OB1620,6750,3,,"",0,500503,29996,
