trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
WkOO1O1 OB1635,6750,3,,"",0,500504,29996,
WkOO1O1 OB1710,6750,3,,"",0,500501,29996,
WkOO1O1 OB1725,6750,3,,"",0,500502,29996,
WkOO1O1 OB1740,6750,3,,"",0,500503,29996,
WkOO1O1D OB1845,6750,3,,"",0,500502,29994,
WkOO1O1D OB1900,6750,3,,"",0,500503,29994,
WkOO1O1D OB2005,6750,3,,"",0,500502,29994,
WkOO1O1D OB2020,6750,3,,"",0,500503,29994,
WkOO1O1D OB2125,6750,3,,"",0,500502,29994,
WkOO1O1D OB2140,6750,3,,"",0,500503,29994,
WkOO2O2 OB0620,6752,3,,"",0,500503,29998,
WkOO2O2 OB0635,6752,3,,"",0,500504,29998,
WkOO2O2 OB0655,6752,3,,"",0,500500,29998,
WkOO2O2 OB0710,6752,3,,"",0,500501,29998,
WkOO2O2 OB0725,6752,3,,"",0,500502,29998,
WkOO2O2 OB0740,6752,3,,"",0,500503,29998,
WkOO2O2 OB0755,6752,3,,"",0,500504,29998,
WkOO2O2 OB0815,6752,3,,"",0,500500,29998,
WkOO2O2 OB0830,6752,3,,"",0,500501,29998,
WkOO2O2 OB0845,6752,3,,"",0,500502,29998,
WkOO2O2 OB0900,6752,3,,"",0,500503,29998,
WkOO2O2 OB0915,6752,3,,"",0,500504,29998,
WkOO2O2 OB0935,6752,3,,"",0,500500,29998,
WkOO2O2 OB0950,6752,3,,"",0,500501,29998,
WkOO2O2 OB1005,6752,3,,"",0,500502,29998,
WkOO2O2 OB1020,6752,3,,"",0,500503,29998,
WkOO2O2 OB1035,6752,3,,"",0,500504,29998,
WkOO2O2 OB1055,6752,3,,"",0,500500,29998,
WkOO2O2 OB1110,6752,3,,"",0,500501,29998,
WkOO2O2 OB1125,6752,3,,"",0,500502,29998,
WkOO2O2 OB1140,6752,3,,"",0,500503,29998,
WkOO2O2 OB1155,6752,3,,"",0,500504,29998,
WkOO2O2 OB1230,6752,3,,"",0,500501,29998,
WkOO2O2 OB1245,6752,3,,"",0,500502,29998,
WkOO2O2 OB1300,6752,3,,"",0,500503,29998,
WkOO2O2 OB1315,6752,3,,"",0,500504,29998,
WkOO2O2 OB1350,6752,3,,"",0,500501,29998,
WkOO2O2 OB1405,6752,3,,"",0,500502,29998,
WkOO2O2 OB1420,6752,3,,"",0,500503,29998,
WkOO2O2 OB1435,6752,3,,"",0,500504,29998,
WkOO2O2 OB1510,6752,3,,"",0,500501,29998,
WkOO2O2 OB1525,6752,3,,"",0,500502,29998,
WkOO2O2 OB1540,6752,3,,"",0,500503,29998,
WkOO2O2 OB1555,6752,3,,"",0,500504,29998,
WkOO2O2 OB1630,6752,3,,"",0,500501,29998,
WkOO2O2 OB1645,6752,3,,"",0,500502,29998,
WkOO2O2 OB1700,6752,3,,"",0,500503,29998,
WkOO2O2 OB1715,6752,3,,"",0,500504,29998,
WkOO2O2 OB1750,6752,3,,"",0,500501,29998,
WkOO2O2 OB1805,6752,3,,"",0,500502,29998,
WkOO2O2 OB1820,6752,3,,"",0,500503,29998,
WkOO2O2 OB1925,6752,3,,"",0,500502,29998,
WkOO2O2 OB1940,6752,3,,"",0,500503,29998,
WkOO2O2 OB2045,6752,3,,"",0,500502,29998,
WkOO2O2 OB2100,6752,3,,"",0,500503,29998,
WkOO2O2 OB2205,6752,3,,"",0,500502,29998,
WkOO2O2 OB2220,6752,3,,"",0,500503,29998,
WkOO3O3 OB1600,6753,3,,"",0,500505,30000,
WkOO3O3 OB1645,6753,3,,"",0,500505,30000,
WkOO3O3 OB1730,6753,3,,"",0,500505,30000,
WkOO3O3 OB1815,6753,3,,"",0,500505,30000,
WkOO3O3 OB1900,6753,3,,"",0,500505,30000,
WkOO3O3 OB1945,6753,3,,"",0,500505,30000,
WkOO3O3 OB2030,6753,3,,"",0,500505,30000,
WkOO3O3 OB2115,6753,3,,"",0,500505,30000,
WkOO3O3 OB2200,6753,3,,"",0,500505,30000,
WkOO4O4 OB0630,6754,3,,"",0,500506,30004,
WkOO4O4 OB0645,6754,3,,"",0,500507,30004,
WkOO4O4 OB0700,6754,3,,"",0,500508,30004,
WkOO4O4 OB0735,6754,3,,"",0,500506,30004,
WkOO4O4 OB0750,6754,3,,"",0,500507,30004,
WkOO4O4 OB0805,6754,3,,"",0,500508,30004,
WkOO4O4 OB0840,6754,3,,"",0,500506,30004,
WkOO4O4 OB0855,6754,3,,"",0,500507,30004,
WkOO4O4 OB0910,6754,3,,"",0,500508,30004,
WkOO4O4 OB0945,6754,3,,"",0,500506,30004,
WkOO4O4 OB1000,6754,3,,"",0,500507,30004,
WkOO4O4 OB1015,6754,3,,"",0,500508,30004,
WkOO4O4 OB1050,6754,3,,"",0,500506,30004,
WkOO4O4 OB1105,6754,3,,"",0,500507,30004,
WkOO4O4 OB1120,6754,3,,"",0,500508,30004,
WkOO4O4 OB1155,6754,3,,"",0,500506,30004,
WkOO4O4 OB1225,6754,3,,"",0,500508,30004,
WkOO4O4 OB1300,6754,3,,"",0,500506,30004,
WkOO4O4 OB1330,6754,3,,"",0,500508,30004,
WkOO4O4 OB1405,6754,3,,"",0,500506,30004,
WkOO4O4 OB1435,6754,3,,"",0,500508,30004,
WkOO4O4 OB1510,6754,3,,"",0,500506,30004,
WkOO4O4 OB1540,6754,3,,"",0,500508,30004,
WkOO4O4 OB1615,6754,3,,"",0,500506,30004,
WkOO4O4 OB1645,6754,3,,"",0,500508,30004,
WkOO4O4 OB1720,6754,3,,"",0,500506,30004,
WkOO4O4 OB1750,6754,3,,"",0,500508,30004,
WkOO4O4 OB1855,6754,3,,"",0,500508,30004,
WkOO4O4 OB2000,6754,3,,"",0,500508,30004,
WkOO4O4 OB2105,6754,3,,"",0,500508,30004,
WkOO4O4 OB2210,6754,3,,"",0,500508,30004,
WkOR1OB0630,5635,3,Northbound,"",1,500522,29159,
WkOR1OB0730,5635,3,Northbound,"",1,500523,29159,
WkOR1OB0830,5635,3,Northbound,"",1,500522,29159,
WkOR1OB0930,5635,3,Northbound,"",1,500523,29159,
WkOR1OB1030,5635,3,Northbound,"",1,500522,29159,
WkOR1OB1130,5635,3,Northbound,"",1,500523,29159,
WkOR1OB1230,5635,3,Northbound,"",1,500522,29159,
WkOR1OB1330,5635,3,Northbound,"",1,500523,29159,
WkOR1OB1430,5635,3,Northbound,"",1,500522,29159,
WkOR1OB1530,5635,3,Northbound,"",1,500523,29159,
WkOR1OB1630,5635,3,Northbound,"",1,500522,29159,
WkOR1OB1730,5635,3,Northbound,"",1,500523,29159,
WkOR1OB1830,5635,3,Northbound,"",1,500522,29159,
WkOR1OB1930,5635,3,Northbound,"",1,500523,29159,
WkOR1PO0617,5635,3,Northbound,"",1,500522,29604,
WkOR6OB0630,5640,3,R6 - Job Connector,"",0,500527,30120,
WkOR6OB0830,5640,3,R6 - Job Connector,"",0,500527,30120,
WkOR6OB1030,5640,3,R6 - Job Connector,"",0,500527,30120,
WkOR6OB1230,5640,3,R6 - Job Connector,"",0,500527,30120,
WkOR6OB1430,5640,3,R6 - Job Connector,"",0,500527,30120,
WkOR6OB1630,5640,3,R6 - Job Connector,"",0,500527,30120,
WkOR6OB1830,5640,3,R6 - Job Connector,"",0,500527,30120,
WkOR6OB2030,5640,3,R6 - Job Connector,"",0,500527,30120,
WkOR6PO0448,5640,3,R6 - Job Connector,"",0,500527,29990,
WkORLRL0630,5636,3,Red Line,"",0,500513,27208,
WkORLRL0730,5636,3,Red Line,"",0,500513,27208,
WkORLRL0830,5636,3,Red Line,"",0,500513,27208,
WkORLRL0930,5636,3,Red Line,"",0,500513,27208,
WkORLRL1030,5636,3,Red Line,"",0,500513,27208,
WkORLRL1130,5636,3,Red Line,"",0,500513,27208,
WkORLRL1230,5636,3,Red Line,"",0,500513,27208,
WkORLRL1330,5636,3,Red Line,"",0,500513,27208,
WkORLRL1430,5636,3,Red Line,"",0,500513,27208,
WkORLRL1530,5636,3,Red Line,"",0,500513,27208,
WkORLRL1630,5636,3,Red Line,"",0,500513,27208,
WkORLRL1730,5636,3,Red Line,"",0,500513,27208,
WkSGRLSL0630,5633,3,Green Line - South,"",0,500512,27105,
WkSGRLSL0730,5633,3,Green Line - South,"",0,500512,27105,
WkSGRLSL0830,5633,3,Green Line - South,"",0,500512,27105,
WkSGRLSL0930,5633,3,Green Line - South,"",0,500512,27105,
WkSGRLSL1030,5633,3,Green Line - South,"",0,500512,27105,
WkSGRLSL1130,5633,3,Green Line - South,"",0,500512,27105,
WkSGRLSL1230,5633,3,Green Line - South,"",0,500512,27105,
WkSGRLSL1330,5633,3,Green Line - South,"",0,500512,27105,
WkSGRLSL1430,5633,3,Green Line - South,"",0,500512,27105,
WkSGRLSL1530,5633,3,Green Line - South,"",0,500512,27105,
WkSGRLSL1630,5633,3,Green Line - South,"",0,500512,27105,
WkSGRLSL1730,5633,3,Green Line - South,"",0,500512,27105,
WkTCLIB0705,6067,3,CincyLink Clifton to Butler County,"",1,500514,29080,
WkTCLIB0829,6067,3,CincyLink Clifton to Butler County,"",1,500515,29080,
WkTCLIB1626,6067,3,CincyLink Clifton to Butler County,"",1,500516,29080,
WkTCLIB1728,6067,3,CincyLink Clifton to Butler County,"",1,500517,29080,
WkTCLOB0545,6067,3,CincyLink Clifton to Cincinnati,"",0,500514,29077,
WkTCLOB0655,6067,3,CincyLink Clifton to Cincinnati,"",0,500515,29077,
WkTCLOB1500,6067,3,CincyLink Clifton to Cincinnati,"",0,500516,29077,
WkTCLOB1600,6067,3,CincyLink Clifton to Cincinnati,"",0,500517,29077,
WkTCLPI0817,6067,3,CincyLink Clifton to Hamilton,"",1,500514,25071,
WkTCLPI0937,6067,3,CincyLink Clifton to Hamilton,"",1,500515,25071,
WkTCLPI1756,6067,3,CincyLink Clifton to Hamilton,"",1,500516,25071,
WkTCLPI1846,6067,3,CincyLink Clifton to Hamilton,"",1,500517,25071,
WkTCLPO0510,6067,3,CincyLink Clifton to Middletown,"",0,500514,25072,
WkTCLPO0620,6067,3,CincyLink Clifton to Middletown,"",0,500515,25072,
WkTCLPO1425,6067,3,CincyLink Clifton to Middletown,"",0,500516,25072,
WkTCLPO1525,6067,3,CincyLink Clifton to Middletown,"",0,500517,25072,
WkTCLXIBX0731,6734,3,CincyLink Express to Butler County,"",1,500518,29079,
WkTCLXIBX0841,6734,3,CincyLink Express to Butler County,"",1,500519,29079,
WkTCLXIBX1548,6734,3,CincyLink Express to Butler County,"",1,500520,29079,
WkTCLXIBX1652,6734,3,CincyLink Express to Butler County,"",1,500521,29079,
WkTCLXOBX0625,6734,3,CincyLink Express to Cincinnati,"",0,500518,29078,
WkTCLXOBX0725,6734,3,CincyLink Express to Cincinnati,"",0,500519,29078,
WkTCLXOBX1430,6734,3,CincyLink Express to Cincinnati,"",0,500520,29078,
WkTCLXOBX1530,6734,3,CincyLink Express to Cincinnati,"",0,500521,29078,
WkTCLXPI0829,6734,3,CincyLink Express To Hamilton,"",1,500518,27145,
WkTCLXPI0944,6734,3,CincyLink Express To Hamilton,"",1,500519,27145,
WkTCLXPI1654,6734,3,CincyLink Express To Hamilton,"",1,500520,27145,
WkTCLXPI1801,6734,3,CincyLink Express To Hamilton,"",1,500521,27145,
WkTCLXPO0550,6734,3,CincyLink Express To Middletown,"",0,500518,27146,
WkTCLXPO0650,6734,3,CincyLink Express To Middletown,"",0,500519,27146,
WkTCLXPO1355,6734,3,CincyLink Express To Middletown,"",0,500520,27146,
WkTCLXPO1455,6734,3,CincyLink Express To Middletown,"",0,500521,27146,
WkTR3NB10540,5638,3,Northbound,"",1,500524,29154,
WkTR3NB10635,5638,3,Northbound,"",1,500525,29154,
WkTR3NB10730,5638,3,Northbound,"",1,500526,29154,
WkTR3NB10825,5638,3,Northbound,"",1,500524,29154,
WkTR3NB10920,5638,3,Northbound,"",1,500525,29154,
WkTR3NB11015,5638,3,Northbound,"",1,500526,29154,
WkTR3NB11110,5638,3,Northbound,"",1,500524,29154,
WkTR3NB11205,5638,3,Northbound,"",1,500525,29154,
WkTR3NB11300,5638,3,Northbound,"",1,500526,29154,
WkTR3NB11355,5638,3,Northbound,"",1,500524,29154,
WkTR3NB11450,5638,3,Northbound,"",1,500525,29154,
WkTR3NB11545,5638,3,Northbound,"",1,500526,29154,
WkTR3NB11640,5638,3,Northbound,"",1,500524,29154,
WkTR3NB11735,5638,3,Northbound,"",1,500525,29154,
WkTR3NB11830,5638,3,Northbound,"",1,500526,29154,
WkTR3NB11925,5638,3,Northbound,"",1,500524,29154,
WkTR3NB12020,5638,3,Northbound,"",1,500525,29154,
WkTR3NB12115,5638,3,Northbound,"",1,500526,29154,
WkTR3SB10420,5638,3,Southbound,"",0,500524,29155,
WkTR3SB10515,5638,3,Southbound,"",0,500525,29155,
WkTR3SB10610,5638,3,Southbound,"",0,500526,29155,
WkTR3SB10705,5638,3,Southbound,"",0,500524,29155,
WkTR3SB10800,5638,3,Southbound,"",0,500525,29155,
WkTR3SB10855,5638,3,Southbound,"",0,500526,29155,
WkTR3SB10950,5638,3,Southbound,"",0,500524,29155,
WkTR3SB11045,5638,3,Southbound,"",0,500525,29155,
WkTR3SB11140,5638,3,Southbound,"",0,500526,29155,
WkTR3SB11235,5638,3,Southbound,"",0,500524,29155,
WkTR3SB11330,5638,3,Southbound,"",0,500525,29155,
WkTR3SB11425,5638,3,Southbound,"",0,500526,29155,
WkTR3SB11520,5638,3,Southbound,"",0,500524,29155,
WkTR3SB11615,5638,3,Southbound,"",0,500525,29155,
WkTR3SB11710,5638,3,Southbound,"",0,500526,29155,
WkTR3SB11805,5638,3,Southbound,"",0,500524,29155,
WkTR3SB11900,5638,3,Southbound,"",0,500525,29155,
WkTR3SB11955,5638,3,Southbound,"",0,500526,29155,
