stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
11124864,,"Chestnut Street Station","",39.49998507971969,-84.743454,,,0,,,0,,
11165300,,"Church St at Tallawanda EB","",39.511391,-84.735101,,,0,,,0,,
11165304,,"Church St at Tallawanda WB","",39.511505,-84.735101,,,0,,,0,,
11174918,,"Indian Trace SB","",39.491012,-84.722984,,,0,,,0,,
11178441,,"Millet Hall WB","",39.516491,-84.735734,,,0,,,0,,
11380930,,"3rd St & Sycamore St","",39.099402,-84.508102,,,0,,,0,,
11403232,,"East Ave & Hensley Ave NB","",39.384784,-84.553629,,,0,,,0,,
11403235,,"East Ave & Hensely Ave SB","",39.386983,-84.553538,,,0,,,0,,
11416312,,"Central & Washington NB","",39.390444,-84.56045,,,0,,,0,,
11416313,,"Central & Chestnut NB","",39.392244,-84.56214,,,0,,,0,,
11416320,,"Central & Chestnut SB","",39.392675,-84.562693,,,0,,,0,,
11416321,,"Central & Washington SB","",39.390375,-84.560589,,,0,,,0,,
11617539,,"Symmes Rd at SencorpWhite WB","",39.345846,-84.515523,,,0,,,0,,
11617540,,"Symmes Rd at Zartran EB","",39.345676,-84.515328,,,0,,,0,,
7235679,1231,"MTS Transit Station","",39.515387,-84.403175,,,0,,,0,,
7235680,,"First Ave at Clinton St South Bound","",39.514094,-84.40197,,,0,,,0,,
7235681,,"First Ave at Curtis St South Bound","",39.513654,-84.400245,,,0,,,0,,
7235682,,"First Ave at Baltimore","",39.513331,-84.39894,,,0,,,0,,
7235683,,"First Ave at Garfield St","",39.512997,-84.397316,,,0,,,0,,
7235684,,"First Ave at Grimes St","",39.512851,-84.394378,,,0,,,0,,
7235685,,"First Ave at Moore St","",39.512592,-84.390256,,,0,,,0,,
7235686,,"Central Ave at Suthphin St","",39.512305,-84.388904,,,0,,,0,,
7235687,,"Sutphin St at Arlington Ave","",39.510477,-84.387392,,,0,,,0,,
7235688,,"Sutphin St at Sherman Ave East Bound","",39.507886,-84.386303,,,0,,,0,,
7235689,,"Grand Ave at Stanley Ave","",39.505253,-84.382925,,,0,,,0,,
7235690,,"Grand Ave at Highland Ave (Eastbound)","",39.504685,-84.38051,,,0,,,0,,
7235691,,"Grand Ave at Florence St","",39.504457,-84.377299,,,0,,,0,,
7235692,,"Grand Ave at Orchard St (Eastbound)","",39.50429,-84.374339,,,0,,,0,,
7235693,,"Grand Ave at Euclid St (Eastbound)","",39.50423,-84.372584,,,0,,,0,,
7235694,,"Grand Ave at Kensington (Eastbound)","",39.504158,-84.370977,,,0,,,0,,
7235695,,"Grand Ave at Jackson Ln","",39.504086,-84.368729,,,0,,,0,,
7235696,,"Grand Ave at Highview St (Eastbound)","",39.503939,-84.365625,,,0,,,0,,
7235697,,"Grand Ave at Eaton Ave (Eastbound)","",39.503692,-84.360244,,,0,,,0,,
7235698,,"Grand Ave at Walgreens Pharmacy","",39.503566,-84.356956,,,0,,,0,,
7235699,,"Elliot Ave at Marie Dr","",39.502636,-84.351256,,,0,,,0,,
7235700,,"Elliot Ave at Palm Beach Tan","",39.500388,-84.351232,,,0,,,0,,
7235701,,"Marshal Rd at Auto Zone","",39.498868,-84.347622,,,0,,,0,,
7235702,,"Old Roosevelt Rd (Midway)","",39.497191,-84.345794,,,0,,,0,,
7235703,,"Old Roosevelt Rd-Across From Woodridge Apartments","",39.496441,-84.342496,,,0,,,0,,
7235704,,"Old Roosevelt Rd at Wellington Rd","",39.495566,-84.341009,,,0,,,0,,
7235705,,"Old Roosevelt Rd at Theatre Entrance","",39.4944,-84.338611,,,0,,,0,,
7235706,,"Roosevelt Blvd at Cinn-Day Rd","",39.493901,-84.337602,,,0,,,0,,
7235707,,"Cinn-Day Rd at Frischs Drive Way","",39.496947,-84.33589,,,0,,,0,,
7235708,,"Cinn-Day Rd at Aldi's Grocery","",39.498217,-84.335223,,,0,,,0,,
7235709,,"Meijer - Middletown","",39.500618,-84.33101,,,0,,,0,,
7235710,,"Towne Blvd at Meijer Service Station","",39.498353,-84.328753,,,0,,,0,,
7235711,,"Towne Blvd at Bus Stop Shelter","",39.4967,-84.328442,,,0,,,0,,
7235712,,"Towne Blvd at Kroger","",39.495571,-84.328845,,,0,,,0,,
7235715,,"Roosevelt Pkwy at Olive Garden","",39.49211,-84.331366,,,0,,,0,,
7235718,,"Lowes","",39.491063,-84.330487,,,0,,,0,,
7235719,,"Walmart at Bio Life","",39.48666,-84.329092,,,0,,,0,,
7235721,,"Walmart-Middletown","",39.488322,-84.32742,,,0,,,0,,
7235722,,"Lefferson Rd at Spring Garden Ct","",39.488033,-84.334633,,,0,,,0,,
7235723,,"Lefferson Rd at Brandywine Ct","",39.48819,-84.335464,,,0,,,0,,
7235724,,"Lefferson Rd at Mt Vernon Ct","",39.488377,-84.336489,,,0,,,0,,
7235725,,"Cinn-Day Rd at Sunoco Service Station","",39.48852,-84.338429,,,0,,,0,,
7235726,,"Caprice Dr at Cinn-Day Rd","",39.484467,-84.340692,,,0,,,0,,
7235727,,"Caprice Dr at Saybrooke Ct","",39.484739,-84.343986,,,0,,,0,,
7235728,,"Caprice Drive at Buckingham Ct","",39.484839,-84.347901,,,0,,,0,,
7235729,,"Breiel Blvd at Lefferson Rd","",39.488032,-84.349133,,,0,,,0,,
7235730,,"Breiel Blvd at Freedom Ct Apartments","",39.48972,-84.351343,,,0,,,0,,
7235731,,"Aaron Dr at Food Mart","",39.489633,-84.357511,,,0,,,0,,
7235732,,"Aaron Dr Across from Mayfield Village Apartments","",39.491545,-84.357414,,,0,,,0,,
7235733,,"Aaron Dr at Breiel Blvd","",39.49305,-84.356755,,,0,,,0,,
7235734,,"Breiel at Hawthorn Apts","",39.491765,-84.355287,,,0,,,0,,
7235735,,"Breiel Blvd at School Yard","",39.491753,-84.354846,,,0,,,0,,
7235736,,"Breiel Blvd at Bonita Dr","",39.494973,-84.355812,,,0,,,0,,
7235737,,"Breiel at Patrick Square","",39.496134,-84.355763,,,0,,,0,,
7235738,,"Breiel Blvd at Roosevelt Blvd","",39.498941,-84.355543,,,0,,,0,,
7235739,,"Breiel Blvd at McDonalds","",39.500612,-84.355327,,,0,,,0,,
7235740,,"Breiel Blvd at Grand Ave","",39.503289,-84.355141,,,0,,,0,,
7235741,,"Grand Ave at Watson Dry Cleaners","",39.5037,-84.356182,,,0,,,0,,
7235742,,"Grand Ave at Eaton Ave (Westbound)","",39.503845,-84.360046,,,0,,,0,,
7235743,,"Grand Ave and Ross St","",39.504007,-84.363549,,,0,,,0,,
7235744,,"Grand Ave at Highview St (Westbound)","",39.504091,-84.365697,,,0,,,0,,
7235745,,"Grand Ave at Dorset St","",39.504234,-84.36881,,,0,,,0,,
7235746,,"Grand Ave at Kensington (Westbound)","",39.504327,-84.371047,,,0,,,0,,
7235747,,"Grand Ave at Euclid St (Westtbound)","",39.504397,-84.372447,,,0,,,0,,
7235748,,"Grand Ave at Orchard St (Westbound)","",39.504452,-84.374362,,,0,,,0,,
7235749,,"Grand Ave at Highland Ave (Westbound)","",39.504804,-84.380474,,,0,,,0,,
7235750,,"Grand Ave at Douglas St","",39.50546,-84.383138,,,0,,,0,,
7235751,,"Sutphin St at Woodlawn Ave","",39.506473,-84.385487,,,0,,,0,,
7235752,,"Sutphin St at Sherman Ave West Bound","",39.507791,-84.38611,,,0,,,0,,
7235753,,"Sutphin St at Superior Ave","",39.509701,-84.386764,,,0,,,0,,
7235755,,"Sutphin St at Central Ave","",39.512789,-84.389014,,,0,,,0,,
7235756,,"Manchester Ave at Sutphin St","",39.514009,-84.389207,,,0,,,0,,
7235757,,"Manchester Ave at Grimes St","",39.514859,-84.393223,,,0,,,0,,
7235758,,"Manchester Ave at Leibee St","",39.515186,-84.394677,,,0,,,0,,
7235759,,"Manchester Ave at Iglehart St","",39.515455,-84.395685,,,0,,,0,,
7235760,,"Manchester Ave at Clark St","",39.51603,-84.397928,,,0,,,0,,
7235761,,"Clark St at Trinity Place","",39.517628,-84.397466,,,0,,,0,,
7236380,,"Crawford St at First Ave (Gold)","",39.512451,-84.39178,,,0,,,0,,
7236381,,"Crawford St at Arlington","",39.510713,-84.391876,,,0,,,0,,
7236382,,"Crawford St at Logan Ave","",39.509339,-84.391962,,,0,,,0,,
7236383,,"Crawford St at Sherman Ave","",39.508353,-84.392043,,,0,,,0,,
7236384,,"Crawford St at Woodlawn Ave","",39.506921,-84.392145,,,0,,,0,,
7236385,,"Crawford St at Grand Ave","",39.505626,-84.392257,,,0,,,0,,
7236386,,"Grand Ave at Moore St.","",39.505249,-84.390798,,,0,,,0,,
7236387,,"Grand Ave at Wilson St.","",39.505142,-84.388883,,,0,,,0,,
7236388,,"Grand Ave at Cleveland St.","",39.505067,-84.387209,,,0,,,0,,
7236389,,"Wicoff St. at Queen Ave","",39.504314,-84.386255,,,0,,,0,,
7236390,,"Wicoff St. at Hill Ave","",39.503031,-84.386432,,,0,,,0,,
7236396,,"Roosevelt Blvd at Jackson Ln.","",39.499583,-84.36727,,,0,,,0,,
7236397,,"Roosevelt Blvd at Bonita Dr.","",39.499703,-84.363488,,,0,,,0,,
7236398,,"Shady Creek Apts","",39.499637,-84.362393,,,0,,,0,,
7236399,,"Roosevelt Blvd at Eaton Ave","",39.499529,-84.35998,,,0,,,0,,
7236400,,"Speedway at Breiel and Roosevelt Blvd","",39.498552,-84.355956,,,0,,,0,,
7236401,,"Chatham Village Appts","",39.495828,-84.356203,,,0,,,0,,
7236403,,"Bonita at Spring Grove Ln.","",39.495079,-84.359191,,,0,,,0,,
7236404,,"Bonita Dr at Ct. Edmun","",39.495091,-84.360173,,,0,,,0,,
7236405,,"Bonita Dr at Burbank Ave","",39.495853,-84.364062,,,0,,,0,,
7236406,,"Burbank Ave at Ellis way","",39.495812,-84.364872,,,0,,,0,,
7236407,,"Burbank Ave at Waynebrook St.","",39.495108,-84.367495,,,0,,,0,,
7236408,,"Burbank Ave at Lamberton St.","",39.495207,-84.370451,,,0,,,0,,
7236409,,"Burbank Ave at Sheffield St.","",39.49534,-84.372586,,,0,,,0,,
7236410,,"Burbank Ave at Winton St.","",39.495427,-84.375091,,,0,,,0,,
7236411,,"Burbank Ave at Brentwood St.","",39.495605,-84.377961,,,0,,,0,,
7236412,,"Burbank Ave at Carolina St.","",39.495642,-84.380064,,,0,,,0,,
7236413,,"Burbank Ave at Highland St.","",39.495696,-84.381292,,,0,,,0,,
7236414,,"Highland St at Selden Ave","",39.498059,-84.381089,,,0,,,0,,
