stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
10798032,,"South Campus Garage NB","",39.503077,-84.739339,,,0,,,0,,
10806120,,"Central Ave at Hanover St NB","",39.389636,-84.559642,,,0,,,0,,
10806121,,"Central Ave at Hanover St SB","",39.389287,-84.559673,,,0,,,0,,
10952823,,"Southpointe Pkwy at Ironwood Dr","",39.491373,-84.716529,,,0,,,0,,
10952824,,"Southpointe Pkwy at Cottonwood Dr","",39.491561,-84.71949,,,0,,,0,,
11037611,,"Princeton Rd at Gilmore WB","",39.391388,-84.514468,,,0,,,0,,
11040793,,"Princeton Rd at Gilmore EB","",39.391195,-84.515002,,,0,,,0,,
11124852,,"Chestnut Street Station","",39.499958,-84.742997,,,0,,,0,,
11124859,,"Chestnut Street Station","",39.499988,-84.743184,,,0,,,0,,
11124860,,"Chestnut Street Station","",39.49999297522677,-84.74363170552255,,,0,,,0,,
